
 
Aug 2026 Prices - 21 July 2026
Strike	Type	Open	High	Low	Last	Change	Settle	Volume	Open Interest
36000 	C 	0.00 	0.00 	0.00 	0.00 	N/A 	16377.00 	0 	0
36000 	P 	0.00 	0.00 	0.00 	0.00 	N/A 	1.00 	0 	38
36500 	C 	0.00 	0.00 	0.00 	0.00 	N/A 	15878.00 	0 	0
36500 	P 	0.00 	0.00 	0.00 	0.00 	N/A 	1.00 	0 	5
37000 	C 	0.00 	0.00 	0.00 	0.00 	N/A 	15380.00 	0 	0
37000 	P 	0.00 	0.00 	0.00 	0.00 	N/A 	2.00 	0 	15
37500 	C 	0.00 	0.00 	0.00 	0.00 	N/A 	14881.00 	0 	0
37500 	P 	0.00 	0.00 	0.00 	0.00 	N/A 	2.00 	0 	3
38000 	C 	0.00 	0.00 	0.00 	0.00 	N/A 	14383.00 	0 	1
38000 	P 	0.00 	0.00 	0.00 	0.00 	N/A 	3.00 	0 	1
38500 	C 	0.00 	0.00 	0.00 	0.00 	N/A 	13885.00 	0 	0
38500 	P 	0.00 	0.00 	0.00 	0.00 	N/A 	3.00 	0 	0
39000 	C 	0.00 	0.00 	0.00 	0.00 	N/A 	13386.00 	0 	0
39000 	P 	0.00 	0.00 	0.00 	0.00 	N/A 	4.00 	0 	31
39500 	C 	0.00 	0.00 	0.00 	0.00 	N/A 	12888.00 	0 	0
39500 	P 	0.00 	0.00 	0.00 	0.00 	N/A 	4.00 	0 	6
40000 	C 	0.00 	0.00 	0.00 	0.00 	N/A 	12390.00 	0 	0
40000 	P 	0.00 	0.00 	0.00 	0.00 	N/A 	5.00 	0 	9
40500 	C 	0.00 	0.00 	0.00 	0.00 	N/A 	11893.00 	0 	0
40500 	P 	0.00 	0.00 	0.00 	0.00 	N/A 	7.00 	0 	92
41000 	C 	0.00 	0.00 	0.00 	0.00 	N/A 	11395.00 	0 	0
41000 	P 	0.00 	0.00 	0.00 	0.00 	N/A 	8.00 	0 	13
41500 	C 	0.00 	0.00 	0.00 	0.00 	N/A 	10898.00 	0 	0
41500 	P 	0.00 	0.00 	0.00 	0.00 	N/A 	10.00 	0 	8
42000 	C 	0.00 	0.00 	0.00 	0.00 	N/A 	10401.00 	0 	0
42000 	P 	0.00 	0.00 	0.00 	0.00 	N/A 	12.00 	0 	1215
42500 	C 	0.00 	0.00 	0.00 	0.00 	N/A 	9905.00 	0 	0
42500 	P 	0.00 	0.00 	0.00 	0.00 	N/A 	14.00 	0 	7
43000 	C 	0.00 	0.00 	0.00 	0.00 	N/A 	9409.00 	0 	1
43000 	P 	0.00 	0.00 	0.00 	0.00 	N/A 	17.00 	0 	51
43500 	C 	0.00 	0.00 	0.00 	0.00 	N/A 	8914.00 	0 	0
43500 	P 	0.00 	0.00 	0.00 	0.00 	N/A 	21.00 	0 	1
44000 	C 	0.00 	0.00 	0.00 	0.00 	N/A 	8419.00 	0 	0
44000 	P 	38.00 	38.00 	38.00 	38.00 	-17.39 	25.00 	1 	56
44500 	C 	0.00 	0.00 	0.00 	0.00 	N/A 	7926.00 	0 	0
44500 	P 	0.00 	0.00 	0.00 	0.00 	N/A 	31.00 	0 	457
45000 	C 	0.00 	0.00 	0.00 	0.00 	N/A 	7434.00 	0 	1
45000 	P 	0.00 	0.00 	0.00 	0.00 	N/A 	38.00 	0 	257
45500 	C 	0.00 	0.00 	0.00 	0.00 	N/A 	6944.00 	0 	0
45500 	P 	0.00 	0.00 	0.00 	0.00 	N/A 	46.00 	0 	11
46000 	C 	0.00 	0.00 	0.00 	0.00 	N/A 	6456.00 	0 	3
46000 	P 	0.00 	0.00 	0.00 	0.00 	N/A 	57.00 	0 	157
46500 	C 	0.00 	0.00 	0.00 	0.00 	N/A 	5970.00 	0 	0
46500 	P 	89.00 	89.00 	72.00 	72.00 	-29.41 	70.00 	28 	367
47000 	C 	0.00 	0.00 	0.00 	0.00 	N/A 	5488.00 	0 	1
47000 	P 	90.00 	90.00 	84.00 	84.00 	-30.58 	87.00 	2 	112
47500 	C 	0.00 	0.00 	0.00 	0.00 	N/A 	5010.00 	0 	1
47500 	P 	106.00 	106.00 	102.00 	102.00 	-30.14 	108.00 	6 	50
48000 	C 	0.00 	0.00 	0.00 	0.00 	N/A 	4537.00 	0 	0
48000 	P 	144.00 	144.00 	128.00 	132.00 	-25.42 	134.00 	8 	565
